cluster_profile,cluster_label,clade,number_Conti,number_hostType,Num_Sequence,Range_of_Host,Range_of_HostType,Host_Range_Per_Continent,Continent_of_Earliest_Date,Host_of_Earliest_Sample_Date,Range_of_Continent,Length_Between_First_Last_Sample,number_Mammal,prop_Mammal,group
3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2.3.4.4b,3,7,1110,"Anseriformes, Galliformes, Falconiformes, Charadriiformes, Accipitriformes, Gruiformes, unknown avian, Suliformes, Strigiformes, Pelecaniformes, Mammal, Passeriformes, Ciconiiformes, Rheiformes, Podicipediformes, Columbiformes, environment","Anseriformes domestic, Galliformes, Avian other, Anseriformes wild, Charadriiformes, Mammal, environment","Anseriformes domestic - Asia, Galliformes - Asia, Avian other - Europe, Anseriformes wild - Europe, Galliformes - Europe, Anseriformes wild - Asia, Anseriformes domestic - Europe, Galliformes - Africa, Anseriformes domestic - Africa, Charadriiformes - Europe, Avian other - Asia, Mammal - Europe, Charadriiformes - Asia, environment - Asia, Avian other - Africa",Africa,Galliformes,"Asia, Europe, Africa",3.0219178082190865,4,0.0036036036036036037,dominant
3_2_3_1_3_2_1_9,H5N8/2021/R11_Asia,2.3.4.4b,1,1,2,Galliformes,Galliformes,Galliformes - Asia,Asia,Galliformes,Asia,0.41917808219182007,0,0,minor
3_2_3_1_3_2_2_2,H5N8/2020/R11_Africa,2.3.4.4b,1,1,1,Galliformes,Galliformes,Galliformes - Africa,Africa,Galliformes,Africa,0,0,0,minor
3_2_3_1_3_2_4_2,H5N8/2019/R5_Africa,2.3.4.4b,1,1,1,Galliformes,Galliformes,Galliformes - Africa,Africa,Galliformes,Africa,0,0,0,minor
3_2_3_1_3_5_1_2,H5N5/2020/R2_Europe,2.3.4.4b,1,2,2,"Galliformes, Anseriformes","Galliformes, Anseriformes domestic","Galliformes - Europe, Anseriformes domestic - Europe",Europe,Galliformes,Europe,0,0,0,minor
3_2_3_1_3_7_1_2,H5N6/2021/R7_Asia,2.3.4.4b,1,2,4,"Anseriformes, Galliformes","Anseriformes domestic, Galliformes","Anseriformes domestic - Asia, Galliformes - Asia",Asia,Anseriformes domestic,Asia,0.389041095890434,0,0,minor
3_2_3_2_3_3_1_2,H5N8/2020/R3_Europe,2.3.4.4b,1,1,1,Anseriformes,Anseriformes domestic,Anseriformes domestic - Europe,Europe,Anseriformes domestic,Europe,0,0,0,minor
3_2_3_2_3_3_2_2,H5N8/2019/R2_Africa,2.3.4.4b,1,2,10,"Galliformes, Anseriformes","Galliformes, Anseriformes domestic","Galliformes - Africa, Anseriformes domestic - Africa",Africa,Galliformes,Africa,0.18904109589038853,0,0,minor
3_6_3_1_12_12_1_1,H5N2/2022/R4_Asia,2.3.4.4b,1,1,1,Anseriformes,Anseriformes domestic,Anseriformes domestic - Asia,Asia,Anseriformes domestic,Asia,0,0,0,minor
3_6_3_1_12_12_1_2,H5N2/2022/R5_Asia,2.3.4.4b,1,1,6,Anseriformes,Anseriformes domestic,Anseriformes domestic - Asia,Asia,Anseriformes domestic,Asia,0.07671232876714384,0,0,minor
3_8_3_1_11_7_1_8,H5N6/2021/R8_Asia,2.3.4.4b,1,2,4,"Anseriformes, Mammal","Anseriformes domestic, Mammal","Anseriformes domestic - Asia, Mammal - Asia",Asia,Anseriformes domestic,Asia,1.2794520547945467,1,0.25,major
3_9_6_1_5_23_1_2,H5N2/2020/R2_Europe,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - Europe,Europe,Anseriformes wild,Europe,0,0,0,minor
4_10_1_1_2_1_1_3,H5N1/2022/R37_NAmerica,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - North America,North America,Anseriformes wild,North America,0,0,0,minor
4_11_1_1_2_1_1_3,H5N1/2023/R4_NAmerica,2.3.4.4b,1,3,4,"Accipitriformes, Galliformes, Anseriformes","Avian other, Galliformes, Anseriformes domestic","Avian other - North America, Galliformes - North America, Anseriformes domestic - North America",North America,Avian other,North America,0.4383561643835492,0,0,minor
4_11_1_1_7_26_1_1,H5N4/2022/R1_NAmerica,2.3.4.4b,1,1,1,Galliformes,Galliformes,Galliformes - North America,North America,Galliformes,North America,0,0,0,minor
4_1_1_1_2_1_1_1,H5N1/2022/R6_NAmerica,2.3.4.4b,1,6,319,"Galliformes, Accipitriformes, Mammal, Anseriformes, Strigiformes, Passeriformes, Podicipediformes, unknown avian, Charadriiformes, Pelecaniformes, Falconiformes","Galliformes, Avian other, Mammal, Anseriformes domestic, Anseriformes wild, Charadriiformes","Galliformes - North America, Avian other - North America, Mammal - North America, Anseriformes domestic - North America, Anseriformes wild - North America, Charadriiformes - North America",North America,Avian other,North America,1.819178082191911,19,0.05956112852664577,major
4_1_1_1_2_1_1_3,H5N1/2022/R44_NAmerica,2.3.4.4b,1,1,1,unknown avian,Avian other,Avian other - North America,North America,Avian other,North America,0,0,0,minor
4_1_1_1_7_1_1_1,H5N1/2022/R35_NAmerica,2.3.4.4b,1,3,5,"Mammal, unknown avian, Accipitriformes, Strigiformes, Anseriformes","Mammal, Avian other, Anseriformes wild","Mammal - North America, Avian other - North America, Anseriformes wild - North America",North America,Avian other,North America,0.5342465753426495,1,0.2,major
4_3_1_1_2_1_1_1,H5N1/2022/R11_NAmerica,2.3.4.4b,1,3,6,"Mammal, Galliformes, Accipitriformes","Mammal, Galliformes, Avian other","Mammal - North America, Galliformes - North America, Avian other - North America",North America,Galliformes,North America,0.5917808219178369,4,0.6666666666666666,major
4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2.3.4.4b,3,6,615,"Anseriformes, Pelecaniformes, Charadriiformes, Suliformes, Galliformes, Mammal, Strigiformes, Falconiformes, Accipitriformes, Passeriformes, unknown avian, Sphenisciformes","Anseriformes wild, Avian other, Charadriiformes, Galliformes, Anseriformes domestic, Mammal","Anseriformes wild - North America, Avian other - South America, Charadriiformes - South America, Galliformes - North America, Anseriformes domestic - North America, Mammal - North America, Anseriformes wild - Asia, Avian other - North America, Charadriiformes - North America, Mammal - South America, Galliformes - South America, Anseriformes domestic - South America, Anseriformes wild - South America",North America,Avian other,"North America, South America, Asia",1.6904109589040672,52,0.08455284552845528,dominant
4_3_1_1_7_1_1_3,H5N1/2022/R33_NAmerica,2.3.4.4b,1,1,1,Passeriformes,Avian other,Avian other - North America,North America,Avian other,North America,0,0,0,minor
4_3_8_1_2_1_1_1,H5N1/2023/R23_NAmerica,2.3.4.4b,1,1,1,Strigiformes,Avian other,Avian other - North America,North America,Avian other,North America,0,0,0,minor
4_4_14_1_1_1_1_11,H5N1/2023/R30_NAmerica,2.3.4.4b,1,2,7,"Galliformes, Anseriformes","Galliformes, Anseriformes wild","Galliformes - North America, Anseriformes wild - North America",North America,Galliformes,North America,0.15061756119462189,0,0,minor
4_4_1_1_2_1_1_1,H5N1/2022/R34_NAmerica,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - North America,North America,Anseriformes wild,North America,0,0,0,minor
4_5_1_1_2_1_1_3,H5N1/2023/R29_NAmerica,2.3.4.4b,1,4,26,"Galliformes, Anseriformes, Mammal, Passeriformes, Falconiformes","Galliformes, Anseriformes wild, Mammal, Avian other","Galliformes - North America, Anseriformes wild - North America, Mammal - North America, Avian other - North America",North America,Galliformes,North America,0.39112957556699257,13,0.5,major
4_5_1_1_7_1_1_3,H5N1/2023/R26_NAmerica,2.3.4.4b,1,4,27,"Galliformes, Anseriformes, Falconiformes","Galliformes, Anseriformes wild, Anseriformes domestic, Avian other","Galliformes - North America, Anseriformes wild - North America, Anseriformes domestic - North America, Avian other - North America",North America,Anseriformes domestic,North America,0.22465753424648938,0,0,minor
5_1_1_1_1_1_1_1,H5N1/2022/R45_NAmerica,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - North America,North America,Anseriformes wild,North America,0,0,0,minor
5_1_1_1_2_1_1_1,H5N1/2022/R2_NAmerica,2.3.4.4b,1,6,761,"Mammal, Anseriformes, Accipitriformes, Galliformes, Strigiformes, Falconiformes, Pelecaniformes, Gruiformes, unknown avian, Passeriformes, Charadriiformes","Mammal, Anseriformes wild, Avian other, Galliformes, Anseriformes domestic, Charadriiformes","Mammal - North America, Anseriformes wild - North America, Avian other - North America, Galliformes - North America, Anseriformes domestic - North America, Charadriiformes - North America",North America,Anseriformes wild,North America,1.5205479452056352,13,0.017082785808147174,major
5_1_1_1_2_1_1_3,H5N1/2022/R19_NAmerica,2.3.4.4b,2,4,49,"Galliformes, Pelecaniformes, Anseriformes, Rheiformes, Accipitriformes, unknown avian, Strigiformes","Galliformes, Avian other, Anseriformes domestic, Anseriformes wild","Galliformes - North America, Avian other - South America, Anseriformes domestic - North America, Avian other - North America, Anseriformes wild - North America",North America,Anseriformes wild,"North America, South America",1.041095890411043,0,0,dominant
5_3_1_1_2_1_1_1,H5N1/2022/R28_NAmerica,2.3.4.4b,1,2,3,"Galliformes, Accipitriformes, Passeriformes","Galliformes, Avian other","Galliformes - North America, Avian other - North America",North America,Galliformes,North America,0.06575342465771428,0,0,minor
5_3_1_1_2_1_1_3,H5N1/2022/R38_NAmerica,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - North America,North America,Anseriformes wild,North America,0,0,0,minor
5_4_9_1_2_1_1_1,H5N1/2022/R29_NAmerica,2.3.4.4b,2,5,74,"Anseriformes, Galliformes, Mammal, Accipitriformes, Pelecaniformes, Falconiformes","Anseriformes domestic, Galliformes, Mammal, Anseriformes wild, Avian other","Anseriformes domestic - North America, Galliformes - North America, Mammal - North America, Anseriformes wild - North America, Galliformes - South America, Anseriformes domestic - South America, Avian other - North America",North America,Anseriformes wild,"North America, South America",0.6904109589042946,2,0.02702702702702703,major
5_4_9_1_2_29_1_1,H5N6/2023/R1_NAmerica,2.3.4.4b,1,1,1,Accipitriformes,Avian other,Avian other - North America,North America,Avian other,North America,0,0,0,minor
5_5_1_1_2_1_1_3,H5N1/2023/R31_NAmerica,2.3.4.4b,1,2,6,"Galliformes, Anseriformes","Galliformes, Anseriformes wild","Galliformes - North America, Anseriformes wild - North America",North America,Anseriformes wild,North America,0.15066996032624047,0,0,minor
5_5_9_1_2_1_1_1,H5N1/2023/R1_NAmerica,2.3.4.4b,1,2,8,"Accipitriformes, Galliformes","Avian other, Galliformes","Avian other - North America, Galliformes - North America",North America,Avian other,North America,0.7972602739728245,0,0,major
6_1_1_1_2_1_1_1,H5N1/2022/R16_NAmerica,2.3.4.4b,1,3,11,"Mammal, Accipitriformes, Charadriiformes","Mammal, Avian other, Charadriiformes","Mammal - North America, Avian other - North America, Charadriiformes - North America",North America,Charadriiformes,North America,0.20547945205498763,6,0.5454545454545454,major
6_1_8_1_2_1_1_1,H5N1/2022/R46_NAmerica,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - North America,North America,Anseriformes wild,North America,0,0,0,minor
6_4_1_1_2_1_1_1,H5N1/2022/R10_NAmerica,2.3.4.4b,1,6,259,"Accipitriformes, Mammal, Galliformes, Anseriformes, Suliformes, Strigiformes, unknown avian, Charadriiformes, Gaviiformes, Pelecaniformes","Avian other, Mammal, Galliformes, Anseriformes domestic, Anseriformes wild, Charadriiformes","Avian other - North America, Mammal - North America, Galliformes - North America, Anseriformes domestic - North America, Anseriformes wild - North America, Charadriiformes - North America",North America,Avian other,North America,1.1945205479453307,11,0.04247104247104247,major
6_4_20_1_2_1_1_1,H5N1/2022/R15_NAmerica,2.3.4.4b,1,1,2,Accipitriformes,Avian other,Avian other - North America,North America,Avian other,North America,0.013698630137014334,0,0,minor
6_4_8_1_2_1_1_1,H5N1/2022/R5_NAmerica,2.3.4.4b,1,6,185,"Galliformes, Mammal, Anseriformes, Accipitriformes, Rheiformes, Charadriiformes, Strigiformes, unknown avian, Pelecaniformes","Galliformes, Mammal, Anseriformes wild, Anseriformes domestic, Avian other, Charadriiformes","Galliformes - North America, Mammal - North America, Anseriformes wild - North America, Anseriformes domestic - North America, Avian other - North America, Charadriiformes - North America",North America,Anseriformes wild,North America,1.0273972602740287,33,0.1783783783783784,major
7_1_13_2_1_3_1_2,H5N8/2020/R17_Asia,2.3.4.4b,1,1,6,environment,environment,environment - Asia,Asia,environment,Asia,0.038251366120221064,0,0,minor
7_1_21_2_1_3_1_2,H5N8/2020/R12_Asia,2.3.4.4b,1,1,2,environment,environment,environment - Asia,Asia,environment,Asia,0,0,0,minor
7_1_5_2_1_3_1_1,H5N8/2021/R3_Asia,2.3.4.4b,1,1,1,Anseriformes,Anseriformes wild,Anseriformes wild - Asia,Asia,Anseriformes wild,Asia,0,0,0,minor
7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2.3.4.4b,2,5,183,"Galliformes, Accipitriformes, Anseriformes, environment","Galliformes, Avian other, Anseriformes domestic, Anseriformes wild, environment","Galliformes - Europe, Avian other - Europe, Anseriformes domestic - Europe, Anseriformes wild - Asia, environment - Asia, Galliformes - Asia, Anseriformes wild - Europe, Anseriformes domestic - Asia",Europe,Galliformes,"Europe, Asia",0.9754248072458722,0,0,major
7_1_5_2_3_3_1_2,H5N8/2020/R4_Asia,2.3.4.4b,1,5,55,"Galliformes, Strigiformes, Falconiformes, Anseriformes, Accipitriformes, environment, unknown avian, Gruiformes","Galliformes, Avian other, Anseriformes wild, Anseriformes domestic, environment","Galliformes - Asia, Avian other - Asia, Anseriformes wild - Asia, Anseriformes domestic - Asia, environment - Asia",Asia,environment,Asia,0.23542929860036566,0,0,minor
7_1_5_3_1_3_1_2,H5N8/2021/R4_Asia,2.3.4.4b,1,1,1,Falconiformes,Avian other,Avian other - Asia,Asia,Avian other,Asia,0,0,0,minor
7_2_5_2_13_3_1_2,H5N8/2019/R4_Africa,2.3.4.4b,1,1,1,Galliformes,Galliformes,Galliformes - Africa,Africa,Galliformes,Africa,0,0,0,minor
7_2_5_2_5_3_1_2,H5N8/2020/R10_Africa,2.3.4.4b,1,1,1,Galliformes,Galliformes,Galliformes - Africa,Africa,Galliformes,Africa,0,0,0,minor
7_2_5_2_9_3_1_2,H5N8/2019/R1_Africa,2.3.4.4b,1,2,6,"Anseriformes, Galliformes","Anseriformes domestic, Galliformes","Anseriformes domestic - Africa, Galliformes - Africa",Africa,Galliformes,Africa,0.10136986301358775,0,0,minor
7_6_13_2_1_3_1_2,H5N8/2020/R13_Asia,2.3.4.4b,1,1,2,environment,environment,environment - Asia,Asia,environment,Asia,0,0,0,minor
7_6_13_2_3_3_1_2,H5N8/2020/R14_Asia,2.3.4.4b,1,1,2,environment,environment,environment - Asia,Asia,environment,Asia,0,0,0,minor
7_6_5_2_1_3_1_2,H5N8/2020/R15_Asia,2.3.4.4b,1,1,4,environment,environment,environment - Asia,Asia,environment,Asia,0.07650273224044213,0,0,minor
7_9_5_2_1_3_1_2,H5N8/2020/R16_Asia,2.3.4.4b,1,1,4,environment,environment,environment - Asia,Asia,environment,Asia,0.019125683060110532,0,0,minor
8_10_1_1_2_1_1_3,H5N1/2023/R28_NAmerica,2.3.4.4b,1,2,3,"Galliformes, Anseriformes","Galliformes, Anseriformes wild","Galliformes - North America, Anseriformes wild - North America",North America,Galliformes,North America,0.1068493150685299,0,0,minor
8_5_1_1_1_1_1_3,H5N1/2023/R24_NAmerica,2.3.4.4b,1,1,1,Passeriformes,Avian other,Avian other - North America,North America,Avian other,North America,0,0,0,minor
8_5_1_1_2_1_1_3,H5N1/2023/R6_NAmerica,2.3.4.4b,1,6,218,"Galliformes, Falconiformes, Anseriformes, Accipitriformes, unknown avian, Passeriformes, Charadriiformes, Strigiformes, Mammal, Pelecaniformes","Galliformes, Avian other, Anseriformes domestic, Anseriformes wild, Charadriiformes, Mammal","Galliformes - North America, Avian other - North America, Anseriformes domestic - North America, Anseriformes wild - North America, Charadriiformes - North America, Mammal - North America",North America,Avian other,North America,1.01045736956371,4,0.01834862385321101,major
8_5_1_1_7_1_1_3,H5N1/2023/R25_NAmerica,2.3.4.4b,1,3,20,"Anseriformes, Accipitriformes, Strigiformes, Falconiformes, Galliformes","Anseriformes wild, Avian other, Galliformes","Anseriformes wild - North America, Avian other - North America, Galliformes - North America",North America,Avian other,North America,0.1068493150685299,0,0,minor
9_1_1_1_1_1_1_1,H5N1/2023/R34_Asia,2.3.4.4b,1,1,1,Anseriformes,Anseriformes domestic,Anseriformes domestic - Asia,Asia,Anseriformes domestic,Asia,0,0,0,minor
9_1_1_1_5_1_1_5,H5N1/2022/R68_Asia,2.3.4.4b,1,1,1,Gruiformes,Avian other,Avian other - Asia,Asia,Avian other,Asia,0,0,0,minor
9_1_6_1_5_1_1_1,H5N1/2023/R33_Asia,2.3.4.4b,1,1,1,unknown avian,Avian other,Avian other - Asia,Asia,Avian other,Asia,0,0,0,minor
9_1_7_1_5_1_1_1,H5N1/2022/R58_Asia,2.3.4.4b,1,2,3,"Anseriformes, Galliformes","Anseriformes wild, Galliformes","Anseriformes wild - Asia, Galliformes - Asia",Asia,Anseriformes wild,Asia,0.0684931506848443,0,0,minor
9_1_7_1_5_1_1_5,H5N1/2022/R60_Asia,2.3.4.4b,1,3,166,"environment, Gruiformes, Accipitriformes, Galliformes","environment, Avian other, Galliformes","environment - Asia, Avian other - Asia, Galliformes - Asia",Asia,environment,Asia,0.25205479452051804,0,0,minor
9_9_13_1_5_1_1_5,H5N1/2022/R56_Asia,2.3.4.4b,1,1,1,Gruiformes,Avian other,Avian other - Asia,Asia,Avian other,Asia,0,0,0,minor
